ID_Ucznia_w_klasie,ID_Przedmiotu,Ocena,Frekwencja
25049,2,3,73
25049,3,4,83
25050,1,4,79
25050,2,4,78
25050,3,5,87
25051,1,2,98
25051,2,3,82
25051,3,3,73
25052,1,3,72
25052,2,3,76
25052,3,3,91
25053,1,4,100
25053,2,4,36
25053,3,3,100
25054,1,2,73
25054,2,6,89
25054,3,3,75
25055,1,4,100
25055,2,6,83
25055,3,1,89
25056,1,4,86
25056,2,5,82
25056,3,2,31
25057,1,5,78
25057,2,2,91
25057,3,1,65
25058,1,3,84
25058,2,4,68
25058,3,5,84
25059,1,2,79
25059,2,5,83
25059,3,3,72
25060,1,4,83
25060,2,3,100
25060,3,4,72
25061,1,3,83
25061,2,3,84
25061,3,6,72
25062,1,3,76
25062,2,2,76
25062,3,4,87
25063,1,5,95
25063,2,2,86
25063,3,2,89
25064,1,1,87
25064,2,3,77
25064,3,3,95
25065,1,5,85
25065,2,3,84
25065,3,5,70
25066,1,4,69
25066,2,5,25
25066,3,1,70
25067,1,1,53
25067,2,5,32
25067,3,5,83
25068,1,4,73
25068,2,3,82
25068,3,3,54
25069,1,4,76
25069,2,6,85
25069,3,2,60
25070,1,3,91
25070,2,5,96
25070,3,3,76
25071,1,2,85
25071,2,4,88
25071,3,2,76
25072,1,4,79
25072,2,6,74
25072,3,2,87
25073,1,2,70
25073,2,4,82
25073,3,4,90
25074,1,5,100
25074,2,4,83
25074,3,3,76
25075,1,3,41
25075,2,1,80
25075,3,4,79
25076,1,6,36
25076,2,3,49
25076,3,4,78
25077,1,6,78
25077,2,4,81
25077,3,1,100
25078,1,4,89
25078,2,4,77
25078,3,4,83
25079,1,5,27
25079,2,4,87
25079,3,4,86
25080,1,1,100
25080,2,3,93
25080,3,3,78
25081,1,3,75
25081,2,4,90
25081,3,3,100
25082,1,4,88
25082,2,4,86
25082,3,3,75
25083,1,5,100
25083,2,3,34
25083,3,4,92
25084,1,4,92
25084,2,4,84
25084,3,3,75
25085,1,5,83
25085,2,2,84
25085,3,4,86
25086,1,1,27
25086,2,4,96
25086,3,3,88
25087,1,6,96
25087,2,4,73
25087,3,2,84
25088,1,5,15
25088,2,1,95
25088,3,5,89
25089,1,3,60
25089,2,2,46
25089,3,5,67
25090,1,5,89
25090,2,3,70
25090,3,5,93
25091,1,2,29
25091,2,4,89
25091,3,3,81
25092,1,3,79
25092,2,6,92
25092,3,4,88
25093,1,3,92
25093,2,5,71
25093,3,6,83
25094,1,4,62
25094,2,3,31
25094,3,3,58
25095,1,3,100
25095,2,4,82
25095,3,4,76
25096,1,3,66
25096,2,6,15
25096,3,4,74
25097,1,2,98
25097,2,3,82
25097,3,4,76
25098,1,3,84
25098,2,5,53
25098,3,5,97
25099,1,4,100
25099,2,4,93
25099,3,1,54
25100,1,3,77
25100,2,5,96
25100,3,4,84
25101,1,4,77
25101,2,5,67
25101,3,4,77
25102,1,4,75
25102,2,2,85
25102,3,3,70
25103,1,4,72
25103,2,5,91
25103,3,3,93
25104,1,4,57
25104,2,4,100
25104,3,3,34
25105,1,4,52
25105,2,2,45
25105,3,2,88
25106,1,4,71
25106,2,4,86
25106,3,4,74
25107,1,3,93
25107,2,4,90
25107,3,5,85
25108,1,2,86
25108,2,1,80
25108,3,2,87
25109,1,1,79
25109,2,6,70
25109,3,3,91
25110,1,3,95
25110,2,4,74
25110,3,4,89
25111,1,5,72
25111,2,3,58
25111,3,5,70
25112,1,1,76
25112,2,3,79
25112,3,3,30
25113,1,3,64
25113,2,4,79
25113,3,1,74
25114,1,4,68
25114,2,5,82
25114,3,4,77
25115,1,4,100
25115,2,5,74
25115,3,3,75
25116,1,4,98
25116,2,6,80
25116,3,4,85
25117,1,3,78
25117,2,3,81
25117,3,4,30
25118,1,5,75
25118,2,2,12
25118,3,3,71
25119,1,1,67
25119,2,5,40
25119,3,5,22
25120,1,5,56
25120,2,3,72
25120,3,3,89
25121,1,3,100
25121,2,5,75
25121,3,5,94
25122,1,5,71
25122,2,3,75
25122,3,3,73
25123,1,4,69
25123,2,3,81
25123,3,3,65
25124,1,5,76
25124,2,1,72
25124,3,2,90
25125,1,3,84
25125,2,3,98
25125,3,5,92
25126,1,2,60
25126,2,3,30
25126,3,4,71
25127,1,4,94
25127,2,3,83
25127,3,5,73
25128,1,3,58
25128,2,5,88
25128,3,3,99
25129,1,1,86
25129,2,6,100
25129,3,3,73
25130,1,3,91
25130,2,2,70
25130,3,4,35
25131,1,4,56
25131,2,3,84
25131,3,3,79
25132,1,4,38
25132,2,1,92
25132,3,3,91
25133,1,4,75
25133,2,2,84
25133,3,5,76
25134,1,4,71
25134,2,6,96
25134,3,3,81
25135,1,3,96
25135,2,3,76
25135,3,6,68
25136,1,3,88
25136,2,3,52
25136,3,5,70
25137,1,3,87
25137,2,5,78
25137,3,4,69
25138,1,4,31
25138,2,3,87
25138,3,3,51
25139,1,1,86
25139,2,3,76
25139,3,5,100
25140,1,4,44
25140,2,1,87
25140,3,4,100
25141,1,6,95
25141,2,4,76
25141,3,2,73
25142,1,5,89
25142,2,5,84
25142,3,1,80
25143,1,5,100
25143,2,3,21
25143,3,2,51
25144,1,3,89
25144,2,3,79
25144,3,1,78
25145,1,3,65
25145,2,5,28
25145,3,6,40
25146,1,2,98
25146,2,4,87
25146,3,1,96
25147,1,5,98
25147,2,3,78
25147,3,2,88
25148,1,4,75
25148,2,4,60
25148,3,5,94
25149,1,1,83
25149,2,2,98
25149,3,4,90
25150,1,5,38
25150,2,4,97
25150,3,4,84
25151,1,1,100
25151,2,2,26
25151,3,3,67
25152,1,3,98
25152,2,4,70
25152,3,1,73
25153,1,4,95
25153,2,5,88
25153,3,4,72
25154,1,2,44
25154,2,3,85
25154,3,4,83
25155,1,3,98
25155,2,4,71
25155,3,3,88
25156,1,4,61
25156,2,1,83
25156,3,4,83
25157,1,4,71
25157,2,3,76
25157,3,4,72
25158,1,3,94
25158,2,4,98
25158,3,3,75
25159,1,3,46
25159,2,4,94
25159,3,3,100
25160,1,3,87
25160,2,5,55
25160,3,4,71
25161,1,4,83
25161,2,5,77
25161,3,2,98
25162,1,4,75
25162,2,3,74
25162,3,3,85
25163,1,5,89
25163,2,3,99
25163,3,5,49
25164,1,4,94
25164,2,1,75
25164,3,3,79
25165,1,3,71
25165,2,3,83
25165,3,1,79
25166,1,1,66
25166,2,3,37
25166,3,3,84
25167,1,3,73
25167,2,3,87
25167,3,3,96
25168,1,4,38
25168,2,3,97
25168,3,1,77
25169,1,4,86
25169,2,5,80
25169,3,4,86
25170,1,3,41
25170,2,3,58
25170,3,3,59
25171,1,4,80
25171,2,2,89
25171,3,2,99
25172,1,2,53
25172,2,6,88
25172,3,2,75
25173,1,3,73
25173,2,2,85
25173,3,3,57
25174,1,2,84
25174,2,2,74
25174,3,1,74
25175,1,2,86
25175,2,4,28
25175,3,3,78
25176,1,3,97
25176,2,3,83
25176,3,3,76
25177,1,5,76
25177,2,1,58
25177,3,4,78
25178,1,1,76
25178,2,2,70
25178,3,1,100
25179,1,4,96
25179,2,4,20
25179,3,5,89
25180,1,1,30
25180,2,5,89
25180,3,1,89
25181,1,3,100
25181,2,4,99
25181,3,4,84
25182,1,3,86
25182,2,3,79
25182,3,3,94
25183,1,3,92
25183,2,4,76
25183,3,2,24
25184,1,3,76
25184,2,1,22
25184,3,1,70
25185,1,3,99
25185,2,4,83
25185,3,4,100
25186,1,3,86
25186,2,3,64
25186,3,3,58
25187,1,1,86
25187,2,3,94
25187,3,3,100
25188,1,6,93
25188,2,6,72
25188,3,4,84
25189,1,5,41
25189,2,2,76
25189,3,2,89
25190,1,3,83
25190,2,5,97
25190,3,5,51
25191,1,2,76
25191,2,3,92
25191,3,3,87
25192,1,3,95
25192,2,3,75
25192,3,3,98
25193,1,3,93
25193,2,4,29
25193,3,4,14
25194,1,3,64
25194,2,4,75
25194,3,3,70
25195,1,4,79
25195,2,5,68
25195,3,3,86
25196,1,2,100
25196,2,3,89
25196,3,3,63
25197,1,4,77
25197,2,3,61
25197,3,3,70
25198,1,4,83
25198,2,3,78
25198,3,3,90
25199,1,3,42
25199,2,1,89
25199,3,6,87
25200,1,4,99
25200,2,3,98
25200,3,5,58
25201,1,2,80
25201,2,4,78
25201,3,5,89
25202,1,3,81
25202,2,5,89
25202,3,4,100
25203,1,5,58
25203,2,4,75
25203,3,1,55
25204,1,3,31
25204,2,4,93
25204,3,5,72
25205,1,4,93
25205,2,4,100
25205,3,3,78
25206,1,4,69
25206,2,5,77
25206,3,1,70
25207,1,5,92
25207,2,3,28
25207,3,6,36
25208,1,5,87
25208,2,5,98
25208,3,2,44
25209,1,4,83
25209,2,1,81
25209,3,3,88
25210,1,3,75
25210,2,4,65
25210,3,3,83
25211,1,4,85
25211,2,1,77
25211,3,4,98
25212,1,5,89
25212,2,5,77
25212,3,2,86
25213,1,4,87
25213,2,3,77
25213,3,3,100
25214,1,2,22
25214,2,4,100
25214,3,3,77
25215,1,4,81
25215,2,1,29
25215,3,5,76
25216,1,2,100
25216,2,1,83
25216,3,3,86
25217,1,5,89
25217,2,1,80
25217,3,5,32
25218,1,1,73
25218,2,5,96
25218,3,5,91
25219,1,2,99
25219,2,3,88
25219,3,1,86
25220,1,3,70
25220,2,1,71
25220,3,3,66
25221,1,2,98
25221,2,4,89
25221,3,4,69
25222,1,5,73
25222,2,3,90
25222,3,2,60
25223,1,5,76
25223,2,3,70
25223,3,4,80
25224,1,5,95
25224,2,3,81
25224,3,5,79
25225,1,3,91
25225,2,4,57
25225,3,6,84
25226,1,1,89
25226,2,4,100
25226,3,4,44
25227,1,3,35
25227,2,5,95
25227,3,6,81
25228,1,2,80
25228,2,1,81
25228,3,3,77
25229,1,4,79
25229,2,4,99
25229,3,4,100
25230,1,3,70
25230,2,4,70
25230,3,6,100
25231,1,2,80
25231,2,3,71
25231,3,1,78
25232,1,4,84
25232,2,5,98
25232,3,3,74
25233,1,1,79
25233,2,3,80
25233,3,6,27
25234,1,4,74
25234,2,6,64
25234,3,5,65
25235,1,3,72
25235,2,2,96
25235,3,1,74
25236,1,4,82
25236,2,3,85
25236,3,5,37
25237,1,4,72
25237,2,3,26
25237,3,5,70
25238,1,6,76
25238,2,1,73
25238,3,4,79
25239,1,1,56
25239,2,3,76
25239,3,1,91
25240,1,2,73
25240,2,4,87
25240,3,3,82
25241,1,5,77
25241,2,1,83
25241,3,1,89
25242,1,2,95
25242,2,3,94
25242,3,5,59
25243,1,3,100
25243,2,3,89
25243,3,5,54
25244,1,5,85
25244,2,5,85
25244,3,3,51
25245,1,3,78
25245,2,1,72
25245,3,4,94
25246,1,3,73
25246,2,4,95
25246,3,4,74
25247,1,4,68
25247,2,4,49
25247,3,3,54
25248,1,3,91
25248,2,2,85
25248,3,2,70
25249,1,3,80
25249,2,3,94
25249,3,4,87
25250,1,4,90
25250,2,3,92
25250,3,2,80
25251,1,3,92
25251,2,4,86
25251,3,3,82
25252,1,4,83
25252,2,3,70
25252,3,3,73
25253,1,1,79
25253,2,3,81
25253,3,3,82
25254,1,1,71
25254,2,2,83
25254,3,4,79
25255,1,2,84
25255,2,5,87
25255,3,3,93
25256,1,5,100
25256,2,2,71
25256,3,3,88
25257,1,2,39
25257,2,5,74
25257,3,4,92
25258,1,3,81
25258,2,3,72
25258,3,4,99
25259,1,4,99
25259,2,5,64
25259,3,3,97
25260,1,5,37
25260,2,3,93
25260,3,4,71
25261,1,1,54
25261,2,6,34
25261,3,6,71
25262,1,2,77
25262,2,5,76
25262,3,3,84
25263,1,3,75
25263,2,5,60
25263,3,4,55
25264,1,2,75
25264,2,4,78
25264,3,4,63
25265,1,6,78
25265,2,5,71
25265,3,4,83
25266,1,2,87
25266,2,5,77
25266,3,3,99
25267,1,2,82
25267,2,4,98
25267,3,2,98
25268,1,1,72
25268,2,3,82
25268,3,4,87
25269,1,1,87
25269,2,3,100
25269,3,3,80
25270,1,3,97
25270,2,3,80
25270,3,5,99
25271,1,3,78
25271,2,1,65
25271,3,6,100
25272,1,5,87
25272,2,1,99
25272,3,4,99
25273,1,6,75
25273,2,3,35
25273,3,3,70
25274,1,4,76
25274,2,3,74
25274,3,4,87
25275,1,1,90
25275,2,2,90
25275,3,3,93
25276,1,4,54
25276,2,1,94
25276,3,1,37
25277,1,2,64
25277,2,3,98
25277,3,5,73
25278,1,3,98
25278,2,4,84
25278,3,4,70
25279,1,3,86
25279,2,3,72
25279,3,3,76
25280,1,4,76
25280,2,2,37
25280,3,6,81
25281,1,3,72
25281,2,5,75
25281,3,4,83
25282,1,1,88
25282,2,3,84
25282,3,3,78
25283,1,6,79
25283,2,3,76
25283,3,1,100
25284,1,3,92
25284,2,1,93
25284,3,2,96
25285,1,3,80
25285,2,3,80
25285,3,5,75
25286,1,4,88
25286,2,3,84
25286,3,3,85
25287,1,4,54
25287,2,3,93
25287,3,3,85
25288,1,4,89
25288,2,5,45
25288,3,5,48
25289,1,4,84
25289,2,3,76
25289,3,2,59
25290,1,4,20
25290,2,4,91
25290,3,2,72
25291,1,4,67
25291,2,4,89
25291,3,3,94
25292,1,4,77
25292,2,4,88
25292,3,3,55
25293,1,4,71
25293,2,3,90
25293,3,4,72
25294,1,5,100
25294,2,4,83
25294,3,1,93
25295,1,1,97
25295,2,3,99
25295,3,4,84
25296,1,1,76
25296,2,5,82
25296,3,4,60
25297,1,1,72
25297,2,4,86
25297,3,5,70
25298,1,3,70
25298,2,5,21
25298,3,2,81
25299,1,6,74
25299,2,5,71
25299,3,4,88
25300,1,3,27
25300,2,3,95
25300,3,3,30
25301,1,4,76
25301,2,3,89
25301,3,4,60
25302,1,3,59
25302,2,5,79
25302,3,4,81
25303,1,3,70
25303,2,6,77
25303,3,3,87
25304,1,3,62
25304,2,5,100
25304,3,4,79
25305,1,3,99
25305,2,6,33
25305,3,4,87
25306,1,4,73
25306,2,3,89
25306,3,1,76
25307,1,3,100
25307,2,3,89
25307,3,1,86
25308,1,3,88
25308,2,4,81
25308,3,4,48
25309,1,5,72
25309,2,3,85
25309,3,3,77
25310,1,4,85
25310,2,4,98
25310,3,4,77
25311,1,3,88
25311,2,4,69
25311,3,6,73
25312,1,3,51
25312,2,1,91
25312,3,4,86
25313,1,5,90
25313,2,2,79
25313,3,3,85
25314,1,6,87
25314,2,3,22
25314,3,3,74
25315,1,4,73
25315,2,1,73
25315,3,4,100
25316,1,3,85
25316,2,3,78
25316,3,5,80
25317,1,4,60
25317,2,4,87
25317,3,3,99
25318,1,2,39
25318,2,5,90
25318,3,3,75
25319,1,4,97
25319,2,6,93
25319,3,5,59
25320,1,2,81
25320,2,4,63
25320,3,5,98
25321,1,1,83
25321,2,4,94
25321,3,4,86
25322,1,3,94
25322,2,3,79
25322,3,4,45
25323,1,3,72
25323,2,1,60
25323,3,3,82
25324,1,4,58
25324,2,4,70
25324,3,6,83
25325,1,1,100
25325,2,1,100
25325,3,5,70
25326,1,4,71
25326,2,5,77
25326,3,5,73
25327,1,2,100
25327,2,1,97
25327,3,4,91
25328,1,1,100
25328,2,3,74
25328,3,5,100
25329,1,2,70
25329,2,5,84
25329,3,4,84
25330,1,5,26
25330,2,2,86
25330,3,3,84
25331,1,1,73
25331,2,3,78
25331,3,3,86
25332,1,1,84
25332,2,6,91
25332,3,1,79
25333,1,3,25
25333,2,4,52
25333,3,4,74
25334,1,1,84
25334,2,1,29
25334,3,3,95
25335,1,5,47
25335,2,2,44
25335,3,4,80
25336,1,5,88
25336,2,4,90
25336,3,2,54
25337,1,3,93
25337,2,2,64
25337,3,2,99
25338,1,6,90
25338,2,1,99
25338,3,4,78
25339,1,1,72
25339,2,3,90
25339,3,4,85
25340,1,4,100
25340,2,4,74
25340,3,3,76
25341,1,3,71
25341,2,3,94
25341,3,5,88
25342,1,3,96
25342,2,4,83
25342,3,4,97
25343,1,4,57
25343,2,1,83
25343,3,4,83
25344,1,4,82
25344,2,4,77
25344,3,1,77
25345,1,5,98
25345,2,4,87
25345,3,1,86
25346,1,3,79
25346,2,4,39
25346,3,3,73
25347,1,3,84
25347,2,5,88
25347,3,5,35
25348,1,3,73
25348,2,4,87
25348,3,4,86
25349,1,3,85
25349,2,3,79
25349,3,2,61
25350,1,6,94
25350,2,3,100
25350,3,1,84
25351,1,3,100
25351,2,3,75
25351,3,5,74
25352,1,4,85
25352,2,4,61
25352,3,3,33
25353,1,1,100
25353,2,1,88
25353,3,1,86
25354,1,3,100
25354,2,4,43
25354,3,3,85
25355,1,2,75
25355,2,2,89
25355,3,3,59
25356,1,4,57
25356,2,3,51
25356,3,6,35
25357,1,3,79
25357,2,3,21
25357,3,3,12
25358,1,2,80
25358,2,3,80
25358,3,4,100
25359,1,6,68
25359,2,1,77
25359,3,5,99
25360,1,4,85
25360,2,2,55
25360,3,3,98
25361,1,4,64
25361,2,5,74
25361,3,1,92
25362,1,5,93
25362,2,5,89
25362,3,3,92
25363,1,3,89
25363,2,4,92
25363,3,4,86
25364,1,1,83
25364,2,4,79
25364,3,5,53
25365,1,1,72
25365,2,4,85
25365,3,4,85
25366,1,1,92
25366,2,4,95
25366,3,1,72
25367,1,5,73
25367,2,4,78
25367,3,3,86
25368,1,1,86
25368,2,3,81
25368,3,2,95
25369,1,3,83
25369,2,5,100
25369,3,5,81
25370,1,2,95
25370,2,6,60
25370,3,3,23
25371,1,6,80
25371,2,6,81
25371,3,1,41
25372,1,4,80
25372,2,4,72
25372,3,5,75
25373,1,4,99
25373,2,5,73
25373,3,5,79
25374,1,4,82
25374,2,3,78
25374,3,3,21
25375,1,3,93
25375,2,4,76
25375,3,4,97
25376,1,3,94
25376,2,3,73
25376,3,4,64
25377,1,5,88
25377,2,3,83
25377,3,4,91
25378,1,1,55
25378,2,3,52
25378,3,3,66
25379,1,4,74
25379,2,3,87
25379,3,6,84
25380,1,5,87
25380,2,3,77
25380,3,3,75
25381,1,3,73
25381,2,1,81
25381,3,4,29
25382,1,2,86
25382,2,6,63
25382,3,3,36
25383,1,4,70
25383,2,5,82
25383,3,4,33
25384,1,3,88
25384,2,4,35
25384,3,2,100
25385,1,4,89
25385,2,3,80
25385,3,3,93
25386,1,2,86
25386,2,3,60
25386,3,6,67
25387,1,4,79
25387,2,4,88
25387,3,4,73
25388,1,3,75
25388,2,4,84
25388,3,5,100
25389,1,3,51
25389,2,5,79
25389,3,1,72
25390,1,1,89
25390,2,6,84
25390,3,5,78
25391,1,6,76
25391,2,3,81
25391,3,3,86
25392,1,4,26
25392,2,1,75
25392,3,3,88
25393,1,6,90
25393,2,5,46
25393,3,5,21
25394,1,3,73
25394,2,3,86
25394,3,2,77
25395,1,3,95
25395,2,6,55
25395,3,4,73
25396,1,3,87
25396,2,4,85
25396,3,5,95
25397,1,5,83
25397,2,6,79
25397,3,4,43
25398,1,3,84
25398,2,5,52
25398,3,3,32
25399,1,5,71
25399,2,5,72
25399,3,2,82
25400,1,4,32
25400,2,3,70
25400,3,6,100
25401,1,3,72
25401,2,3,36
25401,3,1,73
25402,1,4,71
25402,2,4,74
25402,3,3,98
25403,1,4,81
25403,2,6,81
25403,3,3,85
25404,1,4,78
25404,2,2,74
25404,3,5,52
25405,1,3,97
25405,2,3,92
25405,3,2,71
25406,1,4,77
25406,2,3,48
25406,3,3,87
25407,1,3,72
25407,2,3,91
25407,3,4,95
25408,1,3,72
25408,2,4,84
25408,3,4,99
25409,1,3,84
25409,2,3,46
25409,3,3,73
25410,1,1,75
25410,2,3,75
25410,3,4,80
25411,1,1,81
25411,2,5,66
25411,3,5,57
25412,1,2,88
25412,2,4,61
25412,3,4,74
25413,1,2,86
25413,2,3,100
25413,3,3,74
25414,1,2,60
25414,2,4,79
25414,3,4,74
25415,1,3,77
25415,2,3,90
25415,3,4,75
25416,1,3,71
25416,2,4,82
25416,3,3,71
25417,1,3,82
25417,2,3,81
25417,3,3,86
25418,1,1,41
25418,2,5,70
25418,3,3,87
25419,1,4,74
25419,2,2,63
25419,3,3,100
25420,1,1,81
25420,2,3,94
25420,3,4,82
25421,1,4,50
25421,2,4,76
25421,3,3,94
25422,1,4,83
25422,2,2,98
25422,3,5,78
25423,1,3,84
25423,2,2,91
25423,3,5,91
25424,1,1,89
25424,2,3,41
25424,3,4,71
25425,1,1,52
25425,2,4,78
25425,3,6,82
25426,1,2,82
25426,2,3,81
25426,3,3,84
25427,1,3,88
25427,2,3,27
25427,3,4,84
25428,1,2,94
25428,2,4,87
25428,3,1,82
25429,1,3,83
25429,2,1,84
25429,3,3,82
25430,1,4,73
25430,2,5,86
25430,3,1,75
25431,1,4,91
25431,2,3,97
25431,3,4,93
25432,1,3,51
25432,2,3,66
25432,3,5,70
25433,1,3,88
25433,2,1,79
25433,3,3,100
25434,1,3,100
25434,2,1,76
25434,3,4,70
25435,1,3,90
25435,2,5,73
25435,3,4,30
25436,1,3,43
25436,2,4,79
25436,3,3,99
25437,1,4,23
25437,2,3,80
25437,3,4,68
25438,1,3,75
25438,2,4,56
25438,3,3,68
25439,1,4,39
25439,2,4,82
25439,3,4,52
25440,1,5,59
25440,2,1,83
25440,3,5,98
25441,1,3,93
25441,2,5,86
25441,3,5,87
25442,1,2,100
25442,2,4,73
25442,3,6,87
25443,1,4,82
25443,2,3,74
25443,3,5,75
25444,1,4,74
25444,2,4,85
25444,3,6,95
25445,1,4,93
25445,2,3,72
25445,3,3,80
25446,1,2,73
25446,2,4,98
25446,3,4,97
25447,1,3,86
25447,2,4,75
25447,3,4,89
25448,1,3,74
25448,2,3,37
25448,3,4,92
25449,1,4,65
25449,2,3,72
25449,3,4,76
25450,1,4,70
25450,2,5,75
25450,3,3,88
25451,1,4,93
25451,2,3,89
25451,3,3,86
25452,1,1,80
25452,2,1,76
25452,3,6,63
25453,1,5,83
25453,2,2,85
25453,3,6,60
25454,1,3,86
25454,2,5,98
25454,3,4,90
25455,1,2,70
25455,2,4,48
25455,3,3,94
25456,1,4,32
25456,2,5,81
25456,3,4,26
25457,1,5,74
25457,2,3,62
25457,3,3,94
25458,1,4,36
25458,2,2,84
25458,3,1,100
25459,1,1,83
25459,2,2,65
25459,3,4,84
25460,1,6,91
25460,2,3,55
25460,3,2,81
25461,1,3,86
25461,2,4,86
25461,3,3,42
25462,1,3,89
25462,2,4,98
25462,3,3,96
25463,1,3,72
25463,2,4,97
25463,3,2,72
25464,1,4,72
25464,2,4,79
25464,3,6,80
25465,1,2,100
25465,2,3,100
25465,3,6,80
25466,1,4,55
25466,2,3,33
25466,3,6,100
25467,1,4,73
25467,2,3,100
25467,3,1,100
25468,1,4,82
25468,2,2,99
25468,3,2,100
25469,1,3,77
25469,2,1,59
25469,3,3,76
25470,1,2,100
25470,2,5,62
25470,3,4,87
25471,1,4,87
25471,2,3,86
25471,3,4,89
25472,1,4,89
25472,2,6,73
25472,3,4,77
25473,1,2,75
25473,2,4,67
25473,3,4,71
25474,1,6,87
25474,2,4,39
25474,3,2,100
25475,1,6,77
25475,2,2,88
25475,3,2,78
25476,1,2,73
25476,2,5,73
25476,3,1,100
25477,1,2,33
25477,2,3,83
25477,3,3,74
25478,1,4,80
25478,2,5,76
25478,3,4,83
25479,1,4,76
25479,2,4,78
25479,3,3,76
25480,1,1,84
25480,2,5,77
25480,3,5,84
25481,1,3,22
25481,2,4,84
25481,3,4,50
25482,1,5,71
25482,2,3,87
25482,3,1,75
25483,1,4,85
25483,2,3,79
25483,3,1,78
25484,1,4,85
25484,2,4,93
25484,3,3,98
25485,1,6,95
25485,2,6,85
25485,3,4,29
25486,1,4,81
25486,2,5,79
25486,3,1,98
25487,1,1,100
25487,2,3,83
25487,3,1,87
25488,1,4,93
25488,2,4,73
25488,3,1,73
25489,1,5,99
25489,2,3,81
25489,3,3,63
25490,1,3,95
25490,2,6,88
25490,3,2,79
25491,1,4,95
25491,2,5,73
25491,3,3,74
25492,1,3,86
25492,2,4,79
25492,3,2,18
25493,1,4,71
25493,2,5,79
25493,3,1,72
25494,1,4,73
25494,2,4,81
25494,3,2,77
25495,1,1,77
25495,2,3,75
25495,3,4,100
25496,1,3,97
25496,2,4,87
25496,3,1,73
25497,1,3,86
25497,2,5,39
25497,3,6,80
25498,1,3,60
25498,2,5,98
25498,3,3,67
25499,1,4,53
25499,2,2,63
25499,3,5,91
25500,1,4,60
25500,2,4,91
25500,3,4,85
25501,1,5,87
25501,2,3,82
25501,3,3,24
25502,1,5,90
25502,2,4,35
25502,3,1,72
25503,1,3,72
25503,2,5,98
25503,3,6,80
25504,1,4,67
25504,2,3,72
25504,3,1,72
25505,1,3,83
25505,2,5,87
25505,3,4,100
25506,1,2,74
25506,2,5,64
25506,3,5,84
25507,1,3,87
25507,2,4,86
25507,3,4,99
25508,1,3,83
25508,2,6,86
25508,3,5,83
25509,1,4,44
25509,2,3,89
25509,3,4,43
25510,1,1,77
25510,2,2,98
25510,3,1,75
25511,1,4,43
25511,2,3,69
25511,3,3,89
25512,1,5,92
25512,2,3,55
25512,3,3,84
25513,1,5,75
25513,2,6,87
25513,3,3,93
25514,1,3,76
25514,2,5,72
25514,3,3,70
25515,1,4,81
25515,2,4,51
25515,3,2,78
25516,1,2,78
25516,2,2,90
